Source,Fat,SNF,Lactose,Protein,Density,pH,AddedWater,FreezingPoint,Conductivity,AntibioticPresence,Classification
Cow,3.925736409334473,9.040669692054179,5.006547782600515,3.2899523781101725,1027.9062821175191,6.534040341258874,5.087825088650514,-0.5556598444837714,4.624139729235449,1,Low Quality
Cow,3.557466010397589,8.98620052904796,4.678247970308629,3.252210390626718,1028.934493459568,6.81704668265306,2.534121515045698,-0.5100746636110572,4.444413702336687,0,Standard
Cow,3.5215173503677315,8.89541737539174,4.780342344419789,3.1184872675916804,1027.9131504577324,6.629483216476736,1.6025086503344064,-0.5398751316632263,4.461053790079972,0,Standard
Cow,4.32501032895768,8.605419226607896,4.838028798342223,3.184645733886333,1027.5743084346457,6.754776680920295,20.66885264565887,-0.5611316379731951,4.513143441593733,1,Low Quality
Cow,4.542496011428329,8.927690766147979,4.619755905622833,3.451078245165151,1029.2128604553839,6.377165944044454,2.632522879227116,-0.5385623032193183,4.455899399511454,0,Fermented
Cow,3.9711959513678665,8.468152435638729,4.744818496362083,3.400183437524876,1028.4900455651582,6.640057539880388,11.22626253424066,-0.49998480418731384,4.789163735038473,0,Standard
Cow,4.401413159156809,8.628954417977997,4.7025184801563595,3.1044889510402895,1032.0079859771654,6.733444619343516,1.3065290624194523,-0.5129955651577301,5.163156900477405,0,Standard
Cow,4.144654410019053,8.554390935651268,4.719535219709766,3.319866461085845,1023.6980603832139,6.612342598391313,1.1983004068942895,-0.5369730426881573,4.33275246449765,0,Standard
Cow,3.74195209815795,8.724562241815896,4.545398043228907,3.4502774246743577,1031.1830137038448,6.759822056259802,0.158145245477775,-0.5369851540863686,4.089059106126276,0,Standard
Cow,4.144558242203366,9.394397570002052,4.704902034851789,2.9661189437757254,1031.4921703849952,6.522406732484944,5.272979294379948,-0.5364327010243477,4.473515385494624,0,Standard
Cow,4.615214626586388,8.139820442222476,4.7995996582490905,3.408672038475987,1024.8532195351836,6.811402116027836,2.298495270861007,-0.4884650403287832,5.273912801296295,0,Standard
Cow,3.9856695843560193,8.905878057112353,4.990228721559008,3.1674752482108306,1028.3146248118394,6.944834718542888,9.988690294133969,-0.522361290955369,4.258897629609081,0,Standard
Cow,4.625857462325603,8.216185238643103,4.891854165217041,3.4141197337186315,1028.2571182680085,6.54557421593405,3.2047655735140683,-0.5213991670561786,4.99173504163322,0,Standard
Cow,2.952101958364102,8.55842044026317,5.130636491502312,3.1473481686914964,1026.1849766105643,6.533174621789884,17.240411706004004,-0.5093943309193631,5.0033102442229325,1,Low Quality
Cow,4.32876100175009,9.02668517909021,4.54653048742239,2.939023579867096,1027.4443666248183,6.8180076715676545,1.026060891304192,-0.5252242168194697,4.333923527487602,0,Standard
Cow,4.034818827295268,8.719284005728639,4.874464127344136,2.9744915124233673,1026.7788483090683,6.836935821859607,10.148427523649552,-0.5351808429164141,4.670694923755582,0,Standard
Cow,3.880397059813653,8.376676566621207,4.7366684011476705,3.309616989332276,1032.5045408868473,6.52157099592701,7.493886523371488,-0.5339269969816995,4.988518986938561,0,Standard
Cow,4.036704310614201,8.48540888722201,5.137960586643534,3.3519445003442963,1030.8713567862949,6.536971977435621,7.368460219450181,-0.5314320251882813,4.386261677703754,0,Standard
Cow,3.204972434159643,8.903879324680402,4.5383403429289695,3.119136674979118,1031.5431101899883,6.557732308670923,9.314663054072945,-0.5307444447301969,4.4389258919692915,0,Standard
Cow,3.9121312448649954,8.480890010484858,4.5320556315638445,3.4277184917554746,1030.4433441280864,6.398332423344858,7.156960563018635,-0.5154474091272604,4.325495725815407,0,Fermented
Cow,4.1428450286046985,8.764937576874592,4.5801214709111955,2.967695987546208,1026.7418964575656,6.46220220802737,4.920443752117819,-0.5289610822838541,4.19557298079214,0,Standard
Cow,4.591157617896607,8.713671551971144,4.275220855138039,3.2867840402705366,1027.9509594674405,6.44937888498719,0.7034699296379123,-0.5153471984556884,4.305216736480197,1,Low Quality
Cow,3.792691912690541,8.504519895718254,4.594848995663848,3.0577967600475087,1029.9787491224558,6.48483036523438,0.16533456674992855,-0.5316143316021716,4.132817919971323,0,Standard
Cow,3.676602558842725,9.343183226797597,4.548173467689261,3.169632778439568,1026.555744382216,6.594797266891982,12.681916509071321,-0.5284272961936782,4.510225040477768,0,Standard
Cow,3.7992971825661854,8.890175706695402,4.730078757295241,3.3094797342632827,1030.4259968603449,6.635132209880478,4.794038447153901,-0.5699640136906422,4.269008030682407,0,Standard
Cow,4.366160847080829,8.092457224002716,4.768351195155432,3.1279173269432095,1028.5193492036838,6.832575073922111,7.961362694658197,-0.5116734465059504,4.570135773537224,0,Standard
Cow,4.131500443863874,8.755936294430828,5.075234167843178,3.2230888911540347,1028.250358384901,6.450246893889181,3.284291801348973,-0.5230702304820402,4.033231306138912,0,Standard
Cow,3.7880959184931844,8.501464060569482,4.890084767637211,3.5012585618428878,1030.421919936407,6.747648359771487,0.6238958208700401,-0.510039797802807,4.599264069664337,0,Standard
Cow,4.205306973245342,8.955730000438866,4.584619268867519,3.18462162609537,1029.888526622972,6.5679016733661735,0.6687187455816921,-0.5879251075638738,4.750058688482677,0,Standard
Cow,4.0388310197392165,8.462243778470189,4.520317065730328,3.4671384224130284,1028.278067668362,6.5925804435521345,5.784894074723557,-0.4882325059043855,3.9018793072285636,0,Standard
Cow,4.387457996213156,8.66557906755993,4.798383834301301,3.0740586290684764,1031.3186596067285,6.70122292382499,2.8132785996209515,-0.5327917925631035,4.612216970954272,0,Standard
Cow,3.719178762449059,8.851496183694136,4.435953358595872,3.4059608355830564,1026.8378733448003,6.431591696765655,1.1189983744581806,-0.5078363436652497,4.868300697741987,0,Standard
Cow,3.868935141360893,8.959726558251036,5.066291753170871,3.58831372413158,1030.2318712138886,6.657361461927607,3.382380067046655,-0.5507981185425106,4.137107694392638,0,Standard
Cow,3.843156738747137,8.339911077883267,4.9358880241442575,2.805671099974542,1030.1862025159367,6.624967831231958,0.33181525396729833,-0.5177445218987486,5.001771716051311,1,Low Quality
Cow,3.4145940207471526,8.599649629247715,4.606164869579059,3.1406209489059043,1028.380907121372,6.673867689601222,4.361027161624753,-0.5510683112634731,4.625705702809814,0,Standard
Cow,4.11844811082583,8.557516406651713,4.357373094181825,3.415414425436108,1029.6522660444843,6.643375296586172,1.5666639830622868,-0.5424753792139161,4.288496443272478,0,Standard
Cow,4.1044221088719555,8.504001230227885,4.970774474833083,3.2593909227914013,1026.4977728472295,6.968295020986634,7.986536450159809,-0.4917193729226643,4.483269276702688,0,Standard
Cow,4.002045382656984,9.229636272084328,4.677092030949477,3.3742291746742614,1030.8480540384137,6.504339002362302,1.8579419859009692,-0.533813648015267,4.667498073756517,0,Standard
Cow,3.906165146649941,8.821494513288286,4.947563262394692,3.1792029626568357,1028.630195727114,6.520350456749727,3.0368675459765626,-0.5256513425364056,4.522801617423723,0,Standard
Cow,3.433851703179834,8.321734813699486,4.381114468241127,3.3173179574945797,1027.954553958962,6.506528921036285,0.05844293025465451,-0.5125986453862249,4.661626797733911,0,Standard
Cow,3.831741870893856,8.975358584116432,4.580124995409245,3.268864552921584,1031.0980184516739,6.516678432125961,0.3760261115334893,-0.5200863622405479,4.22379792207619,0,Standard
Cow,3.862914193389292,9.336646859103789,4.701048739943637,3.5335564123319614,1027.5913126189146,6.504391930904022,2.4919624854285862,-0.5269916218971284,4.550808247210823,1,Low Quality
Cow,3.6790890923113526,9.009739578165343,4.709396118752949,3.3508841686602424,1026.1830774072728,6.7783524796661325,3.2690442439000633,-0.5227007799506755,4.075885650928506,0,Standard
Cow,3.9354857153335963,8.244189010213795,4.609986905704152,3.3675205324150403,1025.8867416529522,6.8130756371984775,4.581710517459567,-0.48193168829523453,4.46663218159539,0,Standard
Cow,4.161620342725815,8.554729778140123,4.8245699864695,3.2176246067755065,1030.2120199026913,6.514388055937578,1.7241735753722909,-0.5311523759406718,4.228827707560563,0,Standard
Cow,4.754474360484212,9.080073344755986,4.486475914123481,3.202478755185501,1026.4391412950074,6.475146664034366,5.9369205719459295,-0.5259780190657006,4.27934101722307,0,Standard
Cow,4.069831125132736,8.487699160314365,4.6715241029957415,3.2134883624360757,1032.5095883639688,6.67071233345796,9.834937522015512,-0.5089869120798478,4.870827952563131,0,Standard
Cow,4.103020156289106,8.833145828443868,4.72405912634238,3.378890428475659,1024.8361411842325,6.517166543357854,7.567253193487854,-0.5078894813408403,4.827393036178281,0,Standard
Cow,3.970221633693533,8.9323902160288,4.80288776681175,3.215803103835947,1032.39291273658,6.694939772663326,0.20212508198851578,-0.5062593938887924,4.682741436272153,0,Standard
Cow,3.232491513880383,8.421920858526574,4.842322975617778,3.3579549713792822,1029.4220349344052,6.630438453127694,3.2745092075105413,-0.5172253955594164,4.172306170598226,0,Standard
Cow,3.9893944498203133,8.68214239318146,4.4750715816324265,3.7150801597290877,1028.8065737762593,6.372638382750415,0.5542677540477307,-0.5528600982546097,4.405077465091559,0,Fermented
Cow,4.02409208397641,7.727619797979278,4.393177165852876,3.474224940686338,1027.9101618263821,6.832125780199509,1.385656413923591,-0.4973313693539781,4.863929309993755,1,Low Quality
Cow,4.985296844994115,8.392683707599712,4.955535364379702,3.2347952935664317,1029.798272228704,6.8693816509643275,21.585913276147167,-0.5529269078603738,4.5425150740919715,0,Low Quality
Cow,3.923055614087551,8.624229554582051,4.766462802395918,3.5402427844327886,1028.9247305951503,6.508081696427341,0.7686445108652931,-0.5239472906952194,5.195798861994509,0,Standard
Cow,4.120618936933445,8.325665045410544,4.55030269268869,3.2183849253956893,1031.206603764033,6.541844766009602,3.4546297810450373,-0.5450855170003872,4.617995351818312,0,Standard
Cow,3.9861152921179026,9.18972339117949,5.010230395104505,2.892375092964429,1029.228455297324,6.642879808608735,4.813712174806433,-0.5312827669318598,4.557614734947009,0,Standard
Cow,3.532528784952187,8.270957586611809,4.723134926858572,3.098382737816519,1029.3006035229237,6.650168518498053,6.0611165742886906,-0.5234247517939304,4.40726506073925,0,Standard
Cow,4.457129125806008,8.567986653990904,4.935859436812765,2.9258416157948286,1028.2727755755723,6.698781640900924,4.100912120190553,-0.5235728556909945,4.540062271434684,0,Standard
Cow,4.300773213074709,8.739222173185826,4.713503696282022,3.229697303191738,1028.886108752558,6.901530680814952,0.04909447692281613,-0.5215615849152944,4.454259049085837,0,Standard
Cow,4.316412778817218,9.132381986719833,5.112149584976398,3.30368367583791,1029.6156035377842,6.573457915875892,1.9760491799893007,-0.49772577461882705,4.712432603006577,0,Standard
Cow,3.6362450180821044,8.269241354646168,5.051068168488641,3.6352874624550564,1025.5796632146867,6.480255413319232,3.6460654678634166,-0.5209293139697204,4.787010695038375,0,Standard
Cow,4.56111772437444,9.048949125646487,4.650207170304186,3.3653854747528325,1026.3036291557885,6.393102115797821,0.45984458552025365,-0.534883132705813,4.2642031618476155,0,Fermented
Cow,3.4392595748830876,8.703069918305875,4.8943141901908715,3.256179894238227,1030.4865281880454,6.490360494008712,2.158739455418413,-0.5107182566342329,4.100630113932667,0,Standard
Cow,4.234742837520108,8.405547404685613,4.82907518991703,3.4658811162366976,1029.341730876256,6.59503095406893,0.16883422852762026,-0.5062105902215072,3.949138388069011,0,Standard
Cow,4.876182250323992,8.83863104227898,4.97372631150647,2.8577729381984227,1028.6320333272947,6.8691836795276675,0.40918844804043625,-0.5545521563027399,4.652397398073763,0,Standard
Cow,3.6037854699477245,8.759717908672041,4.50701530788398,3.347122911621713,1029.0368678661307,6.522358305144574,2.528554267677974,-0.5180519986030029,4.168990018147838,0,Standard
Cow,3.7734809081588914,8.51993493685236,4.837210291999688,3.4541730387773932,1029.6951634107234,6.633568192745835,0.7119425296233068,-0.5159765451537821,3.8541328221142552,0,Standard
Cow,4.039860546035056,8.720940625497004,4.911684897369918,3.0042827508440313,1027.9204806393814,6.5975365655890865,4.191337019590604,-0.5359512700671999,4.616573581359289,0,Standard
Cow,3.7986097383535204,8.584405920941471,4.348252102715377,3.5287508086413855,1027.4433905491953,6.778258991017212,5.84729281579217,-0.5024858637337677,5.2478998552298375,0,Standard
Cow,3.379734627573547,8.734055203575373,4.463348297466845,3.367699281498883,1029.3916905101953,6.9790398638810425,8.061878595553797,-0.5330011117406506,4.498178726538032,0,Standard
Cow,4.027425189922411,8.898639202356314,4.29215356444798,3.2169424172198395,1027.04325444477,6.520369684061952,1.116656871289236,-0.5274884709305692,4.751547232335493,0,Standard
Cow,3.575078514509558,9.175805044843605,4.646118633111088,3.4265563732212567,1029.8165055114289,6.526584083622266,0.9165056756753848,-0.5334614364856775,4.52454880756427,0,Standard
Cow,4.1894369722540725,8.328655350351944,4.843508451159193,3.754138571560879,1025.5948327915244,6.75662413156036,0.5522440864253784,-0.5296884190483707,4.470333104042657,1,Low Quality
Cow,3.6322303063064787,9.33991001239688,5.000471410419205,3.336373251011699,1031.0583112746513,6.702283723443946,5.058920573520652,-0.5519255017379041,4.77572294489633,0,Standard
Cow,4.619973762007016,8.114373660143249,4.714818956083955,3.349644117260067,1029.945194964826,6.877006098860405,6.1289746975579975,-0.558801017651886,4.412917636743405,0,Standard
Cow,3.6866986830655053,8.654464471489325,5.025723109114258,3.208127820091951,1029.5120594686277,6.687589227798894,0.16047873368016055,-0.4981098987355006,4.580217694221571,0,Standard
Cow,3.8711753935177295,8.876495161945373,4.423979708357022,3.1300311261070415,1030.965381967891,6.546106186381941,13.760970272244544,-0.5469392269663665,4.596509341858804,0,Standard
Cow,4.325406886947868,8.784297560320509,4.359323512128969,3.466067163308849,1032.3309488889251,6.6885982246038465,0.26685242839504014,-0.5498278469891261,4.299572863907086,1,Low Quality
Cow,3.507654273426418,8.513190144053821,4.6888904602206765,3.1287832348182265,1031.0287401300363,6.766305537087436,3.89675444047811,-0.5730678022720743,4.797612704860957,1,Low Quality
Cow,4.090983973841651,8.637563324892817,4.776813089787861,3.314313247443878,1025.3182515373367,6.7230723271796045,6.173200020306195,-0.5427792349537901,4.447512072991377,0,Standard
Cow,4.5228571017129715,8.55209971960235,4.693461050381182,3.2044685106469766,1026.4408460665286,6.676091104666094,10.238517762273805,-0.55646179586815,4.273276452152147,0,Standard
Cow,3.357006706175509,8.523190572916736,4.286511579992025,3.3957959651492784,1027.7503628446086,6.760001203438373,6.260337364360131,-0.4971596967972726,4.660952953071121,0,Standard
Cow,4.0738535434129215,8.954880629106306,4.682175992097442,3.3667324210573897,1029.0521821004218,6.7753943385668505,8.090579362983629,-0.5098036582131473,4.230459605462689,0,Standard
Cow,4.103953117699369,8.807104645789513,4.439106099899029,3.5075079888515797,1030.0353180409381,6.807323848655629,2.073413745732168,-0.5437630069035545,4.508454347210739,0,Standard
Cow,4.3127291487109245,8.492127121421802,4.833934509766008,3.1979967202290505,1027.548512373693,6.697306483138446,8.432272846739616,-0.48495128389311387,4.497264301006739,0,Standard
Cow,3.505219715648767,8.969879962629975,4.77331964921937,3.2460250129413257,1029.373533528954,6.574932287952471,0.4175322487908133,-0.5103646902601682,4.825768669749474,1,Low Quality
Cow,3.4718173547662894,8.792189856262983,4.512024042734529,3.1042472568435384,1027.4892341352934,6.622007052964998,11.26025159392608,-0.5364966276701725,4.642409469863986,0,Standard
Cow,4.208776626246759,8.943858635651686,4.597226616532661,3.2111413479847775,1027.7769643940162,6.780976344976253,3.9658584143946474,-0.5799881142974714,4.492491912376456,0,Standard
Cow,4.118793869293275,8.888888652577084,4.4881572956222096,3.3754600986089702,1026.1866778063036,6.477459649351914,8.499488048327594,-0.48418114854818517,4.745329889760086,0,Standard
Buffalo,8.334124529410389,9.437293022814192,5.076621955429432,4.322630091670478,1032.2761022028815,6.758569727489333,1.5524854741862228,-0.5558793389532837,4.018241753772332,0,Standard
Buffalo,7.834686183811117,9.24484386373721,4.88443256059744,3.8194102564308494,1032.0016889498888,6.684516737060126,7.5366068070165015,-0.5514319850371614,4.715813371862189,0,Standard
Buffalo,7.506211571906029,9.325842965058584,4.863904017281875,4.226181253561015,1027.3978845316944,6.739804352409944,5.220501222505589,-0.5803574749336162,4.797754605950436,0,Standard
Buffalo,6.712898260589904,9.676573521326183,5.538621513568972,4.047026021405142,1029.9146524005318,6.612586201358263,0.4010464921466759,-0.5571405840161322,3.970003023664996,0,Standard
Buffalo,6.860931802154776,10.000971351305422,4.959750581673138,4.9512828152493435,1029.4244324961835,6.3341774262585355,2.2393774031207143,-0.5321923367296043,4.035132859227426,0,Fermented
Buffalo,7.316865177387199,9.618401458946895,4.749641789980964,4.247234256270299,1029.7583048034978,6.679858125672054,0.11841463920900855,-0.5384958996778687,4.457876366093941,1,Low Quality
Buffalo,7.13429267870443,9.141235081389445,4.814728480758892,4.336961442035346,1030.6637123628304,6.913412220414991,2.622559018543223,-0.5399866855723758,4.0838608050631455,0,Standard
Buffalo,7.387817218208732,9.633380800466043,5.129689141839352,4.4654456128121405,1030.0558188446057,6.838932310336239,4.343977067582182,-0.5490045262563809,4.186376634620329,0,Standard
Buffalo,7.5339899549382645,9.858989445993695,4.922654082107553,4.313080733911736,1027.0414003792484,6.844809622688675,0.5045330137478337,-0.5498587368274365,4.207616526162723,0,Standard
